          k03DCutoffRatio                     ReB0                     ImB0
        -2.37662554184728       -0.768758858282898                        0
        -2.37495831943981       -0.771135265243246                        0
        -2.37329109703234       -0.773526684368886                        0
        -2.37162387462487       -0.775933280717328                        0
        -2.36995665221741       -0.778355222147904                        0
        -2.36828942980994       -0.780792679388759                        0
        -2.36662220740247       -0.783245826105935                        0
          -2.364954984995       -0.785714838974648                        0
        -2.36328776258753       -0.788199897752841                        0
        -2.36162054018006       -0.790701185357106                        0
        -2.35995331777259       -0.793218887941063                        0
        -2.35828609536512       -0.795753194976303                        0
        -2.35661887295765       -0.798304299336004                        0
        -2.35495165055018       -0.800872397381314                        0
        -2.35328442814271       -0.803457689050632                        0
        -2.35161720573524       -0.806060377951903                        0
        -2.34994998332778       -0.808680671458055                        0
        -2.34828276092031       -0.811318780805708                        0
        -2.34661553851284       -0.813974921197302                        0
        -2.34494831610537        -0.81664931190679                        0
         -2.3432810936979        -0.81934217638905                        0
        -2.34161387129043       -0.822053742393185                        0
        -2.33994664888296       -0.824784242079875                        0
        -2.33827942647549       -0.827533912142979                        0
        -2.33661220406802        -0.83030299393556                        0
        -2.33494498166055       -0.833091733600552                        0
        -2.33327775925308       -0.835900382206273                        0
        -2.33161053684562       -0.838729195887019                        0
        -2.32994331443815       -0.841578435988963                        0
        -2.32827609203068       -0.844448369221632                        0
        -2.32660886962321       -0.847339267815212                        0
        -2.32494164721574       -0.850251409683966                        0
        -2.32327442480827       -0.853185078596075                        0
         -2.3216072024008       -0.856140564350201                        0
        -2.31993997999333       -0.859118162959128                        0
        -2.31827275758586       -0.862118176840815                        0
        -2.31660553517839       -0.865140915017257                        0
        -2.31493831277092       -0.868186693321539                        0
        -2.31327109036345       -0.871255834613529                        0
        -2.31160386795599       -0.874348669004631                        0
        -2.30993664554852       -0.877465534092118                        0
        -2.30826942314105       -0.880606775203519                        0
        -2.30660220073358        -0.88377274565164                        0
        -2.30493497832611       -0.886963807000759                        0
        -2.30326775591864       -0.890180329344665                        0
        -2.30160053351117       -0.893422691597155                        0
         -2.2999333111037       -0.896691281795728                        0
        -2.29826608869623       -0.899986497419203                        0
        -2.29659886628876       -0.903308745720099                        0
        -2.29493164388129        -0.90665844407261                        0
        -2.29326442147382       -0.910036020337116                        0
        -2.29159719906636       -0.913441913242222                        0
        -2.28992997665889       -0.916876572785377                        0
        -2.28826275425142       -0.920340460653225                        0
        -2.28659553184395       -0.923834050662916                        0
        -2.28492830943648       -0.927357829225676                        0
        -2.28326108702901       -0.930912295834086                        0
        -2.28159386462154       -0.934497963574579                        0
        -2.27992664221407       -0.938115359666813                        0
         -2.2782594198066       -0.941765026031693                        0
        -2.27659219739913       -0.945447519889983                        0
        -2.27492497499166       -0.949163414393574                        0
        -2.27325775258419       -0.952913299291668                        0
        -2.27159053017673       -0.956697781634327                        0
        -2.26992330776926       -0.960517486516032                        0
        -2.26825608536179       -0.964373057862128                        0
        -2.26658886295432       -0.968265159261312                        0
        -2.26492164054685       -0.972194474847537                        0
        -2.26325441813938       -0.976161710235088                        0
        -2.26158719573191       -0.980167593510875                        0
        -2.25991997332444       -0.984212876288376                        0
        -2.25825275091697       -0.988298334828103                        0
         -2.2565855285095       -0.992424771229902                        0
        -2.25491830610203       -0.996593014702942                        0
        -2.25325108369456         -1.0008039229198                        0
         -2.2515838612871        -1.00505838346177                        0
        -2.24991663887963        -1.00935731536307                        0
        -2.24824941647216        -1.01370167076274                        0
        -2.24658219406469        -1.01809243667358                        0
        -2.24491497165722        -1.02253063687882                        0
        -2.24324774924975        -1.02701733396816                        0
        -2.24158052684228        -1.03155363152626                        0
        -2.23991330443481        -1.03614067648819                        0
        -2.23824608202734        -1.04077966167805                        0
        -2.23657885961987        -1.04547182854898                        0
         -2.2349116372124         -1.0502184701448                        0
        -2.23324441480493        -1.05502093430618                        0
        -2.23157719239747        -1.05988062714726                        0
           -2.22990996999         -1.0647990168315                        0
        -2.22824274758253        -1.06977763768001                        0
        -2.22657552517506        -1.07481809464947                        0
        -2.22490830276759        -1.07992206822234                        0
        -2.22324108036012        -1.08509131975783                        0
        -2.22157385795265        -1.09032769735916                        0
        -2.21990663554518        -1.09563314232095                        0
        -2.21823941313771        -1.10100969623028                        0
        -2.21657219073024        -1.10645950880622                        0
        -2.21490496832277        -1.11198484657662                        0
         -2.2132377459153        -1.11758810250677                        0
        -2.21157052350784        -1.12327180671426                        0
        -2.20990330110037        -1.12903863842754                        0
         -2.2082360786929        -1.13489143937407                        0
        -2.20656885628543        -1.14083322881828                        0
        -2.20490163387796        -1.14686722051137                        0
        -2.20323441147049        -1.15299684186711                        0
        -2.20156718906302        -1.15922575574103                        0
        -2.19989996665555        -1.16555788527077                        0
        -2.19823274424808        -1.17199744233475                        0
        -2.19656552184061        -1.17854896031323                        0
        -2.19489829943314        -1.18521733199662                        0
        -2.19323107702568        -1.19200785369366                        0
        -2.19156385461821        -1.19892627686117                        0
        -2.18989663221074         -1.2059788689305                        0
        -2.18822940980327        -1.21317248547458                        0
         -2.1865621873958        -1.22051465648855                        0
        -2.18489496498833         -1.2280136904131                        0
        -2.18322774258086        -1.23567880071057                        0
        -2.18156052017339        -1.24352026145937                        0
        -2.17989329776592        -1.25154960079313                        0
        -2.17822607535845        -1.25977984444405                        0
        -2.17655885295098        -1.26822582674943                        0
        -2.17489163054351        -1.27690459424172                        0
        -2.17322440813605        -1.28583593908356                        0
        -2.17155718572858        -1.29504311920431                        0
        -2.16988996332111        -1.30455385478854                        0
        -2.16822274091364        -1.31440174801868                        0
        -2.16655551850617        -1.32462837807624                        0
         -2.1648882960987        -1.33528652841045                        0
        -2.16322107369123        -1.34644543428104                        0
        -2.16155385128376        -1.35819993542019                        0
        -2.15988662887629        -1.37068803529659                        0
        -2.15821940646882        -1.38412957959083                        0
        -2.15655218406135        -1.39893285914473                        0
        -2.15488496165388        -1.41616481341081                        0
        -2.15321773924642         -1.4388436413007      0.00532929477972199
        -2.15155051683895         -1.4559808569013        0.015804762114133
        -2.14988329443148        -1.47069296286857        0.026280229448544
        -2.14821607202401        -1.48402279577743        0.036755696782955
        -2.14654884961654        -1.49637344457058       0.0472311641173632
        -2.14488162720907        -1.50796273962074       0.0577066314517743
         -2.1432144048016        -1.51892768754281       0.0681820987861853
        -2.14154718239413        -1.52936255957942       0.0786575661205963
        -2.13987995998666         -1.5393362342617       0.0891330334550073
        -2.13821273757919        -1.54890125491263       0.0996085007894183
        -2.13654551517172        -1.55809902994538        0.110083968123829
        -2.13487829276425        -1.56696303448161         0.12055943545824
        -2.13321107035679        -1.57552089043768        0.131034902792651
        -2.13154384794932        -1.58379577710984        0.141510370127062
        -2.12987662554185        -1.59180742178536        0.151985837461473
        -2.12820940313438        -1.59957281596549        0.162461304795882
        -2.12654218072691        -1.60710674611197        0.172936772130293
        -2.12487495831944        -1.61442219534022        0.183412239464704
        -2.12320773591197        -1.62153065305608        0.193887706799115
         -2.1215405135045        -1.62844235748959        0.204363174133526
        -2.11987329109703        -1.63516648837663        0.214838641467937
        -2.11820606868956        -1.64171132197557        0.225314108802348
        -2.11653884628209        -1.64808435719624        0.235789576136759
        -2.11487162387462        -1.65429241927268         0.24626504347117
        -2.11320440146716        -1.66034174576547        0.256740510805581
        -2.11153717905969         -1.6662380585053        0.267215978139992
        -2.10986995665222        -1.67198662423819        0.277691445474403
        -2.10820273424475        -1.67759230610671        0.288166912808814
        -2.10653551183728        -1.68305960763534        0.298642380143222
        -2.10486828942981        -1.68839271053633        0.309117847477633
        -2.10320106702234        -1.69359550738441        0.319593314812044
        -2.10153384461487        -1.69867163000232        0.330068782146455
         -2.0998666222074         -1.7036244742385        0.340544249480866
        -2.09819939979993        -1.70845722169224        0.351019716815277
        -2.09653217739246        -1.71317285884251        0.361495184149688
        -2.09486495498499        -1.71777419395658        0.371970651484099
        -2.09319773257753        -1.72226387209167         0.38244611881851
        -2.09153051017006         -1.7266443884507        0.392921586152921
        -2.08986328776259        -1.73091810031186        0.403397053487332
        -2.08819606535512        -1.73508723771726         0.41387252082174
        -2.08652884294765        -1.73915391307766        0.424347988156151
        -2.08486162054018        -1.74312012982735        0.434823455490562
        -2.08319439813271        -1.74698779024344        0.445298922824973
        -2.08152717572524          -1.750758702528        0.455774390159384
        -2.07985995331777         -1.7544345872378        0.466249857493795
         -2.0781927309103        -1.75801708313478        0.476725324828206
        -2.07652550850283        -1.76150775252118        0.487200792162617
        -2.07485828609537         -1.7649080861145        0.497676259497028
         -2.0731910636879        -1.76821950751082        0.508151726831439
        -2.07152384128043         -1.7714433772789         0.51862719416585
        -2.06985661887296        -1.77458099672233        0.529102661500261
        -2.06818939646549        -1.77763361134262        0.539578128834672
        -2.06652217405802        -1.78060241403211        0.550053596169081
        -2.06485495165055        -1.78348854802263        0.560529063503492
        -2.06318772924308         -1.7862931096125        0.571004530837903
        -2.06152050683561        -1.78901715069239        0.581479998172314
        -2.05985328442814        -1.79166168108789        0.591955465506725
        -2.05818606202067         -1.7942276707353        0.602430932841136
         -2.0565188396132        -1.79671605170477        0.612906400175547
        -2.05485161720574        -1.79912772008416        0.623381867509958
        -2.05318439479827          -1.801463537735        0.633857334844369
         -2.0515171723908        -1.80372433393132         0.64433280217878
        -2.04984994998333         -1.8059109068907        0.654808269513191
        -2.04818272757586        -1.80802402520618        0.665283736847599
        -2.04651550516839        -1.81006442918689         0.67575920418201
        -2.04484828276092        -1.81203283211431        0.686234671516421
        -2.04318106035345        -1.81392992142064        0.696710138850832
        -2.04151383794598        -1.81575635979516        0.707185606185243
        -2.03984661553851         -1.8175127862238        0.717661073519654
        -2.03817939313104        -1.81919981696679        0.728136540854065
        -2.03651217072357        -1.82081804647883        0.738612008188476
        -2.03484494831611        -1.82236804827584        0.749087475522887
        -2.03317772590864        -1.82385037575195        0.759562942857298
        -2.03151050350117        -1.82526556295017        0.770038410191709
         -2.0298432810937        -1.82661412528982         0.78051387752612
        -2.02817605868623        -1.82789656025361        0.790989344860531
        -2.02650883627876        -1.82911334803708        0.801464812194939
        -2.02484161387129        -1.83026495216264         0.81194027952935
        -2.02317439146382        -1.83135182006067        0.822415746863761
        -2.02150716905635        -1.83237438361959        0.832891214198172
        -2.01983994664888        -1.83333305970693        0.843366681532583
        -2.01817272424141        -1.83422825066302        0.853842148866994
        -2.01650550183394        -1.83506034476911        0.864317616201405
        -2.01483827942648        -1.83582971669131        0.874793083535817
        -2.01317105701901        -1.83653672790181        0.885268550870227
        -2.01150383461154        -1.83718172707864        0.895744018204638
        -2.00983661220407        -1.83776505048529         0.90621948553905
         -2.0081693897966        -1.83828702233113        0.916694952873458
        -2.00650216738913        -1.83874795511389        0.927170420207869
        -2.00483494498166          -1.839148149945         0.93764588754228
        -2.00316772257419        -1.83948789685885        0.948121354876691
        -2.00150050016672        -1.83976747510663        0.958596822211102
        -1.99983327775925        -1.83998715343572        0.969072289545513
        -1.99816605535178        -1.84014719035533        0.979547756879924
        -1.99649883294431        -1.84024783438891        0.990023224214335
        -1.99483161053685        -1.84028932431426         1.00049869154875
        -1.99316438812938        -1.84027188939166         1.01097415888316
        -1.99149716572191        -1.84019574958077         1.02144962621757
        -1.98982994331444        -1.84006111574673         1.03192509355198
        -1.98816272090697        -1.83986818985602         1.04240056088639
         -1.9864954984995        -1.83961716516242          1.0528760282208
        -1.98482827609203        -1.83930822638367         1.06335149555521
        -1.98316105368456        -1.83894154986909         1.07382696288962
        -1.98149383127709        -1.83851730375855         1.08430243022403
        -1.97982660886962        -1.83803564813326         1.09477789755844
        -1.97815938646215        -1.83749673515858         1.10525336489285
        -1.97649216405468        -1.83690070921919         1.11572883222726
        -1.97482494164722        -1.83624770704694         1.12620429956168
        -1.97315771923975        -1.83553785784167         1.13667976689609
        -1.97149049683228        -1.83477128338512          1.1471552342305
        -1.96982327442481        -1.83394809814836         1.15763070156491
        -1.96815605201734        -1.83306840939277         1.16810616889932
        -1.96648882960987        -1.83213231726497         1.17858163623373
         -1.9648216072024        -1.83113991488563         1.18905710356814
        -1.96315438479493        -1.83009128843265         1.19953257090255
        -1.96148716238746        -1.82898651721858         1.21000803823696
        -1.95981993997999        -1.82782567376268         1.22048350557137
        -1.95815271757252        -1.82660882385754         1.23095897290578
        -1.95648549516505        -1.82533602663056         1.24143444024019
        -1.95481827275759        -1.82400733460035          1.2519099075746
        -1.95315105035012        -1.82262279372808         1.26238537490902
        -1.95148382794265        -1.82118244346405         1.27286084224343
        -1.94981660553518        -1.81968631678941         1.28333630957784
        -1.94814938312771        -1.81813444025316         1.29381177691225
        -1.94648216072024        -1.81652683400454         1.30428724424666
        -1.94481493831277        -1.81486351182089         1.31476271158107
         -1.9431477159053        -1.81314448113085         1.32523817891548
        -1.94148049349783        -1.81136974303327         1.33571364624989
        -1.93981327109036        -1.80953929231152          1.3461891135843
        -1.93814604868289        -1.80765311744351         1.35666458091871
        -1.93647882627543        -1.80571120060726         1.36714004825312
        -1.93481160386796        -1.80371351768213         1.37761551558753
        -1.93314438146049        -1.80166003824569         1.38809098292194
        -1.93147715905302        -1.79955072556621         1.39856645025636
        -1.92980993664555        -1.79738553659085         1.40904191759077
        -1.92814271423808        -1.79516442192931         1.41951738492518
        -1.92647549183061        -1.79288732583329         1.42999285225959
        -1.92480826942314        -1.79055418617132           1.440468319594
        -1.92314104701567        -1.78816493439919         1.45094378692841
         -1.9214738246082        -1.78571949552592         1.46141925426282
        -1.91980660220073        -1.78321778807502         1.47189472159723
        -1.91813937979326         -1.7806597240412         1.48237018893164
         -1.9164721573858        -1.77804520884234         1.49284565626605
        -1.91480493497833        -1.77537414126668         1.50332112360046
        -1.91313771257086        -1.77264641341509         1.51379659093487
        -1.91147049016339        -1.76986191063841         1.52427205826929
        -1.90980326775592        -1.76702051146964         1.53474752560369
        -1.90813604534845        -1.76412208755099         1.54522299293811
        -1.90646882294098        -1.76116650355553         1.55569846027252
        -1.90480160053351        -1.75815361710343         1.56617392760693
        -1.90313437812604        -1.75508327867248         1.57664939494134
        -1.90146715571857        -1.75195533150293         1.58712486227575
         -1.8997999333111        -1.74876961149629         1.59760032961016
        -1.89813271090363        -1.74552594710801         1.60807579694457
        -1.89646548849617        -1.74222415923379         1.61855126427898
         -1.8947982660887        -1.73886406108934         1.62902673161339
        -1.89313104368123        -1.73544545808334          1.6395021989478
        -1.89146382127376        -1.73196814768334         1.64997766628221
        -1.88979659886629        -1.72843191927435         1.66045313361662
        -1.88812937645882        -1.72483655400982         1.67092860095104
        -1.88646215405135        -1.72118182465479         1.68140406828545
        -1.88479493164388        -1.71746749542077         1.69187953561986
        -1.88312770923641        -1.71369332179204         1.70235500295427
        -1.88146048682894        -1.70985905034305         1.71283047028868
        -1.87979326442147        -1.70596441854655         1.72330593762309
          -1.878126042014        -1.70200915457191          1.7337814049575
        -1.87645881960654        -1.69799297707325         1.74425687229191
        -1.87479159719907        -1.69391559496702         1.75473233962632
         -1.8731243747916        -1.68977670719826         1.76520780696073
        -1.87145715238413         -1.6855760024953         1.77568327429514
        -1.86978992997666        -1.68131315911207         1.78615874162955
        -1.86812270756919        -1.67698784455753         1.79663420896396
        -1.86645548516172        -1.67259971531156         1.80710967629838
        -1.86478826275425        -1.66814841652653         1.81758514363279
        -1.86312104034678        -1.66363358171382          1.8280606109672
        -1.86145381793931        -1.65905483241457         1.83853607830161
        -1.85978659553184        -1.65441177785362         1.84901154563602
        -1.85811937312437        -1.64970401457584         1.85948701297043
        -1.85645215071691        -1.64493112606381         1.86996248030484
        -1.85478492830944        -1.64009268233575         1.88043794763925
        -1.85311770590197         -1.6351882395226         1.89091341497366
         -1.8514504834945        -1.63021733942294         1.90138888230807
        -1.84978326108703        -1.62517950903451         1.91186434964248
        -1.84811603867956        -1.62007426006082         1.92233981697689
        -1.84644881627209        -1.61490108839127         1.93281528431131
        -1.84478159386462         -1.6096594735533         1.94329075164572
        -1.84311437145715        -1.60434887813448         1.95376621898013
        -1.84144714904968        -1.59896874717292         1.96424168631454
        -1.83977992664221         -1.5935185075136         1.97471715364895
        -1.83811270423474        -1.58799756712855         1.98519262098336
        -1.83644548182728        -1.58240531439836         1.99566808831777
        -1.83477825941981        -1.57674111735233         2.00614355565218
        -1.83311103701234        -1.57100432286432         2.01661902298659
        -1.83144381460487        -1.56519425580129           2.027094490321
         -1.8297765921974        -1.55931021812095         2.03756995765541
        -1.82810936978993        -1.55335148791488         2.04804542498982
        -1.82644214738246        -1.54731731839298         2.05852089232423
        -1.82477492497499        -1.54120693680496         2.06899635965865
        -1.82310770256752         -1.5350195432937         2.07947182699305
        -1.82144048016005        -1.52875430967558         2.08994729432747
        -1.81977325775258        -1.52241037814154         2.10042276166188
        -1.81810603534512        -1.51598685987278         2.11089822899629
        -1.81643881293765        -1.50948283356386          2.1213736963307
        -1.81477159053018        -1.50289734384559         2.13184916366511
        -1.81310436812271        -1.49622939959901         2.14232463099952
        -1.81143714571524        -1.48947797215125         2.15280009833393
        -1.80976992330777        -1.48264199334255         2.16327556566834
         -1.8081027009003        -1.47572035345313         2.17375103300275
        -1.80643547849283        -1.46871189897686         2.18422650033716
        -1.80476825608536        -1.46161543022758         2.19470196767157
        -1.80310103367789        -1.45442969876205         2.20517743500598
        -1.80143381127042        -1.44715340460179          2.2156529023404
        -1.79976658886295        -1.43978519323393         2.22612836967481
        -1.79809936645549        -1.43232365236866         2.23660383700922
        -1.79643214404802        -1.42476730842836         2.24707930434363
        -1.79476492164055        -1.41711462273992         2.25755477167804
        -1.79309769923308        -1.40936398739866         2.26803023901245
        -1.79143047682561         -1.4015137207674         2.27850570634686
        -1.78976325441814        -1.39356206256992         2.28898117368127
        -1.78809603201067        -1.38550716853206         2.29945664101568
         -1.7864288096032         -1.3773471045172         2.30993210835009
        -1.78476158719573        -1.36907984009516          2.3204075756845
        -1.78309436478826        -1.36070324147451         2.33088304301891
        -1.78142714238079        -1.35221506371758         2.34135851035332
        -1.77975991997332        -1.34361294214494         2.35183397768774
        -1.77809269756586        -1.33489438282105         2.36230944502215
        -1.77642547515839        -1.32605675199515         2.37278491235656
        -1.77475825275092        -1.31709726434977         2.38326037969097
        -1.77309103034345        -1.30801296988401         2.39373584702538
        -1.77142380793598        -1.29880073922714         2.40421131435979
        -1.76975658552851        -1.28945724714068          2.4146867816942
        -1.76808936312104        -1.27997895392081         2.42516224902861
        -1.76642214071357        -1.27036208435581         2.43563771636302
         -1.7647549183061        -1.26060260382337         2.44611318369743
        -1.76308769589863        -1.25069619102424         2.45658865103184
        -1.76142047349116        -1.24063820673919         2.46706411836625
        -1.75975325108369        -1.23042365785625         2.47753958570067
        -1.75808602867623        -1.22004715573781         2.48801505303508
        -1.75641880626876        -1.20950286776829         2.49849052036949
        -1.75475158386129        -1.19878446062553          2.5089659877039
        -1.75308436145382         -1.1878850334294         2.51944145503831
        -1.75141713904635        -1.17679703840242         2.52991692237272
        -1.74974991663888        -1.16551218598201         2.54039238970713
        -1.74808269423141        -1.15402133037658         2.55086785704154
        -1.74641547182394        -1.14231433024907         2.56134332437595
        -1.74474824941647        -1.13037987737991         2.57181879171036
          -1.743081027009        -1.11820528353527         2.58229425904477
        -1.74141380460153        -1.10577621196279         2.59276972637918
        -1.73974658219406        -1.09307633425905         2.60324519371359
         -1.7380793597866        -1.08008688471476         2.61372066104801
        -1.73641213737913        -1.06678607070284         2.62419612838242
        -1.73474491497166        -1.05314827578247         2.63467159571683
        -1.73307769256419         -1.0391429554761         2.64514706305124
        -1.73141047015672         -1.0247330614199         2.65562253038565
        -1.72974324774925        -1.00987271127013         2.66609799772006
        -1.72807602534178       -0.994503590123619         2.67657346505447
        -1.72640880293431       -0.978549080002289         2.68704893238888
        -1.72474158052684       -0.961903975703936         2.69752439972329
        -1.72307435811937       -0.944414633036601          2.7079998670577
         -1.7214071357119       -0.925834828551976         2.71847533439211
        -1.71973991330443       -0.905702068447878         2.72895080172652
        -1.71807269089697       -0.882767127275451         2.73942626906093
         -1.7164054684895        -0.85413327765967         2.74348557242513
        -1.71473824608203       -0.831660750194981          2.7425775037751
        -1.71307102367456       -0.811674385209435          2.7416661510982
        -1.71140380126709       -0.793118020253734         2.74075149769594
        -1.70973657885962       -0.775571124026613          2.7398335267583
        -1.70806935645215       -0.758803948757456         2.73891222136277
        -1.70640213404468       -0.742671132269268         2.73798756447346
        -1.70473491163721       -0.727072275953006         2.73705953894007
        -1.70306768922974       -0.711933831375632         2.73612812749701
        -1.70140046682227       -0.697199583364372         2.73519331276234
        -1.69973324441481       -0.682825162465758         2.73425507723683
        -1.69806602200734       -0.668774655569924         2.73331340330299
        -1.69639879959987       -0.655018398293312           2.732368273224
         -1.6947315771924       -0.641531474890318         2.73141966914275
        -1.69306435478493       -0.628292663049011         2.73046757308078
        -1.69139713237746       -0.615283669919646         2.72951196693727
        -1.68972990996999       -0.602488565329592         2.72855283248797
        -1.68806268756252       -0.589893352390908         2.72759015138416
        -1.68639546515505       -0.577485636230668         2.72662390515154
        -1.68472824274758       -0.565254364320516         2.72565407518923
        -1.68306102034011       -0.553189620047217         2.72468064276859
        -1.68139379793264       -0.541282456540861         2.72370358903216
        -1.67972657552518       -0.529524761401078         2.72272289499256
        -1.67805935311771       -0.517909145457485         2.72173854153131
        -1.67639213071024       -0.506428850452936         2.72075050939776
        -1.67472490830277       -0.495077671789585         2.71975877920788
         -1.6730576858953       -0.483849893385771         2.71876333144311
        -1.67139046348783       -0.472740232359923         2.71776414644923
        -1.66972324108036       -0.461743791755736          2.7167612044351
        -1.66805601867289       -0.450856019898637         2.71575448547152
        -1.66638879626542       -0.440072675260295         2.71474396948998
        -1.66472157385795       -0.429389795928709         2.71372963628145
        -1.66305435145048       -0.418803672953199         2.71271146549514
        -1.66138712904301       -0.408310826968592         2.71168943663722
        -1.65971990663555       -0.397907987609353         2.71066352906961
        -1.65805268422808        -0.38759207530961         2.70963372200866
        -1.65638546182061       -0.377360185153154         2.70859999452383
        -1.65471823941314       -0.367209572492776         2.70756232553645
        -1.65305101700567       -0.357137640103129         2.70652069381835
         -1.6513837945982       -0.347141926668071         2.70547507799053
        -1.64971657219073       -0.337220096433613         2.70442545652183
        -1.64804934978326       -0.327369929882669         2.70337180772752
        -1.64638212737579       -0.317589315308517         2.70231410976798
        -1.64471490496832       -0.307876241181328         2.70125234064723
        -1.64304768256085       -0.298228789216577         2.70018647821161
        -1.64138046015338       -0.288645128066562         2.69911650014826
        -1.63971323774592       -0.279123507566542         2.69804238398373
        -1.63804601533845        -0.26966225347589         2.69696410708252
        -1.63637879293098       -0.260259762662167         2.69588164664558
        -1.63471157052351       -0.250914498676537         2.69479497970885
        -1.63304434811604       -0.241624987715969         2.69370408314172
        -1.63137712570857       -0.232389814847956         2.69260893364553
         -1.6297099033011       -0.223207620585091         2.69150950775201
        -1.62804268089363       -0.214077097692871         2.69040578182174
        -1.62637545848616       -0.204996988241762         2.68929773204255
        -1.62470823607869       -0.195966080875735         2.68818533442794
        -1.62304101367122       -0.186983208277755         2.68706856481548
        -1.62137379126375       -0.178047244814807         2.68594739886514
        -1.61970656885629       -0.169157104346837         2.68482181205769
        -1.61803934644882       -0.160311738185621         2.68369177969297
        -1.61637212404135       -0.151510133190924         2.68255727688828
        -1.61470490163388       -0.142751309992639         2.68141827857661
        -1.61303767922641        -0.13403432132865         2.68027475950494
        -1.61137045681894       -0.125358250489128          2.6791266942325
        -1.60970323441147       -0.116722209858948         2.67797405712898
          -1.608036012004       -0.108125339550548         2.67681682237278
        -1.60636878959653       -0.099566806120359         2.67565496394917
        -1.60470156718906      -0.0910458013625265         2.67448845564847
        -1.60303434478159      -0.0825615411741794         2.67331727106423
        -1.60136712237412      -0.0741132644870194         2.67214138359132
        -1.59969989996666      -0.0657002322604764         2.67096076642405
        -1.59803267755919      -0.0573217265320544         2.66977539255428
        -1.59636545515172      -0.0489770495208514         2.66858523476946
        -1.59469823274425      -0.0406655227806079         2.66739026565065
        -1.59303101033678      -0.0323864863988929          2.6661904575706
        -1.59136378792931      -0.0241392982393492          2.6649857826917
        -1.58969656552184      -0.0159233332241141         2.66377621296394
        -1.58802934311437     -0.00773798265383524          2.6625617201229
         -1.5863621207069     0.000417346437213449         2.66134227568763
        -1.58469489829943       0.0085432318930695         2.66011785095858
        -1.58302767589196       0.0166402370172279         2.65888841701545
        -1.58136045348449       0.0247089111248557         2.65765394471507
        -1.57969323107703       0.0327497900678701         2.65641440468918
        -1.57802600866956       0.0407633967345312         2.65516976734225
        -1.57635878626209       0.0487502415250685         2.65392000284923
